loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	groupnr	rasterid	filterdepth	soilsurf_ost	typegroup_name	obswell_statecode	obswell_state	measuringref_ost	tubelength	filterlength
KALP247	KAL	Kalmthoutse heide	153225	232563	2	1	1	1	3	734	2.09	22.94	2	4	2	22.73	2.38	1
KALP252	KAL	Kalmthoutse heide	153253	233640	2	1	1	1	3	734	1.28	21.503	2	3	1	21.383	1.66	1
KALP262	KAL	Kalmthoutse heide	153225	232613	2	1	1	1	3	734	2.93	22.71	2	4	2	22.54	3.26	1
KALP268	KAL	Kalmthoutse heide	154000	233038	2	1	1	1	3	734	2.94	20.83	2	4	2	20.77	3.38	1
KALP329	KAL	Kalmthoutse heide	154525	233050	2	1	1	1	3	734	2.89	20.85	2	4	2	20.74	3.28	1
KALP341	KAL	Kalmthoutse heide	154988	231925	2	1	1	1	3	734	2.5	21.65	2	4	2	21.65	3	1
KASP003	KAS	Kastanjebos	168266	178321	2	1	1	1	4	198	2.04	21.99	4	1	6	22.35	2.55	0.3
KASP029	KAS	Kastanjebos	168357	178199	2	1	1	1	4	198	1.77	21.93	4	1	6	22.41	2.5	0.5
KASP031	KAS	Kastanjebos	168733	177878	2	1	1	1	4	198	2.5	23.142	4	3	1	23.622	3.48	1
KASP036	KAS	Kastanjebos	169162	178447	2	1	1	1	4	198	2.63	21.25	4	1	6	21.69	3.27	0.4
KBRP040	KBR	Polders van Kruibeke	146391	203727	2	1	1	1	2	297	1.54	1.731	3	3	1	2.311	2.37	0.5
KBRP056	KBR	Polders van Kruibeke	145855	202674	2	1	1	1	2	297	1.53	1.574	3	4	2	2.394	2.6	0.5
KBRP060	KBR	Polders van Kruibeke	145448	202168	2	1	1	1	2	233	1.89	1.693	3	3	1	2.233	2.68	0.5
KBRP083	KBR	Polders van Kruibeke	145832	204653	2	1	1	1	2	297	1.881	1.332	3	3	1	1.882	2.681	0.5
KEVP015	KEV	De Kevie	229074	163350	2	1	1	1	3	114	2.2	86.13	2	4	2	86.84	2.91	0
KLUP003	KLU	Kluysbos	119864	161359	2	1	1	1	4	217	0.68	44.73	4	4	2	45.12	1.32	0.5
KREP100	KRE	Krekelbroek-Demervallei	188286	187165	2	1	1	1	3	310	1.9	15.55	2	4	2	15.64	2.14	0.3
KREP101	KRE	Krekelbroek-Demervallei	188241	187258	2	1	1	1	3	310	1.56	15.17	2	4	2	15.26	1.8	0.3
KREP106	KRE	Krekelbroek-Demervallei	187677	187159	2	1	1	1	3	310	2.31	14.95	2	4	2	15.45	2.96	0.3
KREP110	KRE	Krekelbroek-Demervallei	187689	187117	2	1	1	1	3	310	2.09	15.15	2	4	2	15.92	3.01	0.3
KRZP001	KRZ	Kraanrijk	193818	189591	1	2	1	1	3	310	1.04	17.476	2	3	1	17.896	1.71	0.5
KSVP003	KSV	Klein Schietveld	158484	228503	2	1	1	1	3	734	0.6	26.49	2	3	1	27.15	1.41	0.3
KSVP008	KSV	Klein Schietveld	158579	227095	2	1	1	1	3	734	1.03	24.56	2	4	2	24.75	1.37	0.3
KSVP009	KSV	Klein Schietveld	159182	227481	2	1	1	1	3	734	2.24	25.04	2	4	2	25.52	2.87	0.3
KSVP011	KSV	Klein Schietveld	158553	227614	2	1	1	1	3	734	1.18	25.46	2	3	1	26	1.87	0.3
LAAP003	LAA	Laambroeken	218524	190066	2	1	1	1	3	694	1.91	40.153	2	4	2	40.583	2.49	0.3
LAVP021	LAV	Laanvallei	165628	161374	2	1	1	1	4	262	1.51	39.51	4	4	2	40.23	2.23	0
LAVP024	LAV	Laanvallei	166759	161765	2	1	1	1	3	262	1.87	37.17	2	4	2	37.5	2.2	0
LAVP033	LAV	Laanvallei	167104	162426	2	1	1	1	4	262	2.08	33.78	4	4	2	33.96	2.26	0
LAVP035	LAV	Laanvallei	167077	162535	2	1	1	1	4	262	1.35	35.78	4	4	2	36.51	2.08	0
LAVP044	LAV	Laanvallei	167871	163254	2	1	1	1	4	262	2.51	31.72	4	4	2	32.29	3.08	0
LAVP045	LAV	Laanvallei	167809	163289	2	1	1	1	4	262	1.56	31.64	4	4	2	32.36	2.28	0
LAVP046	LAV	Laanvallei	167738	163328	2	1	1	1	4	262	2.06	30.54	4	4	2	30.76	2.28	0
LAVP048	LAV	Laanvallei	167652	163370	2	1	1	1	3	262	1.54	31.47	2	4	2	32.2	2.27	0
LAVP055	LAV	Laanvallei	168301	163884	2	1	1	1	4	262	1.7	30.73	4	4	2	31.48	2.45	0
LAVP056	LAV	Laanvallei	168292	163913	2	1	1	1	3	262	2	30.48	2	4	2	30.74	2.26	0
LAVP059	LAV	Laanvallei	168181	164052	2	1	1	1	3	262	1.83	30.35	2	4	2	30.62	2.1	0
LAVP060	LAV	Laanvallei	168105	164098	2	1	1	1	3	262	1.87	31.09	2	4	2	31.41	2.19	0
LAVP072	LAV	Laanvallei	168486	165366	2	1	1	1	3	262	1.59	28.69	2	4	2	29.38	2.28	0
LAVP073	LAV	Laanvallei	168749	165502	2	1	1	1	2	262	2.04	28.23	3	4	2	28.46	2.27	0
LAVP080	LAV	Laanvallei	169100	164579	2	1	1	1	3	262	1.86	29.223	2	3	1	29.663	2.3	0
LAVP085	LAV	Laanvallei	169162	164308	2	1	1	1	3	262	1.71	29.3	2	3	1	29.91	2.32	0
LAVP116	LAV	Laanvallei	166143	161471	2	1	1	1	4	262	1.57	37.23	4	4	2	37.94	2.28	0
LAVP135	LAV	Laanvallei	165628	161374	2	1	1	1	4	262	2.73	39.51	4	4	2	39.99	3.21	0
LAVP136	LAV	Laanvallei	166759	161765	2	1	1	1	3	262	2.96	37.17	2	4	2	37.47	3.26	0
LAVP138	LAV	Laanvallei	167077	162535	2	1	1	1	4	262	2.66	35.78	4	4	2	36.34	3.22	0
LAVP140	LAV	Laanvallei	167946	163192	2	1	1	1	4	262	2.58	34.47	4	4	2	35.12	3.23	0
LAVP141	LAV	Laanvallei	167885	163221	2	1	1	1	4	262	1.52	32.19	4	4	2	32.94	2.27	0
LAVP142	LAV	Laanvallei	167684	163351	2	1	1	1	3	262	1.34	30.62	2	4	2	31.28	2	0
LDOP019	LDO	Langdonken	184754	191421	2	1	1	1	1	342	1.5	14.16	5	3	1	14.49	1.98	0.3
LDOP035	LDO	Langdonken	185221	191291	2	1	1	1	1	342	1.77	14.02	5	3	1	14.57	2.47	0.3
LDOP036	LDO	Langdonken	185321	190835	2	1	1	1	1	342	1.85	14.54	5	3	1	15.3	2.76	0.3
LDOP037	LDO	Langdonken	185392	190681	2	1	1	1	1	342	1.65	14.06	5	2	5	14.94	2.68	0.3
LDOP041	LDO	Langdonken	186424	191178	2	1	1	1	3	310	2.47	14.544	2	2	5	14.604	2.68	0.3
LDOP042	LDO	Langdonken	184750	191415	2	1	1	1	1	342	2.51	14.16	5	3	1	14.16	2.66	0.3
LEPP008	LEP	Lenspolder	34689	204482	2	1	1	1	4	817	1.77	5.21	4	5	4	5.36	1.92	0
LEPP009	LEP	Lenspolder	34664	204521	2	1	1	1	4	817	2.16	4.91	4	4	2	5.19	2.44	0
LEPP011	LEP	Lenspolder	34654	204481	2	1	1	1	4	817	1.22	4.66	4	4	2	5.56	2.12	0
LEPP054	LEP	Lenspolder	33922	204481	2	1	1	1	4	817	2.3	6.459	4	3	1	6.979	3.07	0.5
LEPP055	LEP	Lenspolder	34227	204458	2	1	1	1	4	817	2.18	6.094	4	3	1	6.244	2.58	0.5
LEPP056	LEP	Lenspolder	34269	204792	2	1	1	1	4	817	2.2	6.343	4	3	1	6.473	2.58	0.5
LEPP057	LEP	Lenspolder	34122	204598	2	1	1	1	4	817	2.08	6.11	4	3	1	6.11	2.33	0.5
LEPP058	LEP	Lenspolder	34067	204897	2	1	1	1	4	817	1.8	6.053	4	3	1	6.073	2.07	0.5
LEPP059	LEP	Lenspolder	34389	204628	2	1	1	1	4	817	2.29	5.867	4	3	1	5.867	2.54	0.5
LEPP101	LEP	Lenspolder	33801	204676	1	2	1	1	4	817	2.93	7.82	4	4	2	7.74	3.35	1
LEPP213	LEP	Lenspolder	34725	204559	2	1	1	1	4	817	1.01	5.075	4	4	2	5.5	2.14	1.41
LEUP001	LEU	De Leunen	201320	185975	2	1	1	1	3	54	0.6	20.09	2	4	2	20.67	1.33	0.3
LEUP004	LEU	De Leunen	200745	186600	2	1	1	1	3	54	1.025	-0.74	2	3	1	0	1.91	0.29
LEUP005	LEU	De Leunen	201075	186470	2	1	1	1	2	54	1.18	-0.74	3	3	1	0	2.07	0.3
LEUP006	LEU	De Leunen	201075	186405	2	1	1	1	2	54	0.43	-0.9	3	3	1	0	1.51	0.36
LEUP008	LEU	De Leunen	201300	186315	2	1	1	1	2	54	0.63	-0.79	3	3	1	0	1.57	0.3
LEUP009	LEU	De Leunen	201320	186255	2	1	1	1	2	54	0.575	-0.8	3	3	1	0	1.52	0.29
LEUP010	LEU	De Leunen	201430	186360	2	1	1	1	3	54	1.215	-0.71	2	3	1	0	2.07	0.29
LEUP011	LEU	De Leunen	201460	186300	2	1	1	1	3	54	0.855	-0.86	2	3	1	0	1.86	0.29
LEUP101	LEU	De Leunen	201320	185975	2	1	1	1	3	54	1.28	20.09	2	4	2	20.32	1.66	0.3
LOHP009	LOH	Lovenhoek	175532	213189	2	1	1	1	4	214	0.6	10.746	4	3	1	11.646	2.5	2
LOHP012	LOH	Lovenhoek	175820	212049	2	1	1	1	4	214	0.77	11.203	4	3	1	11.923	2.49	2
LOHP015	LOH	Lovenhoek	175526	211989	2	1	1	1	4	214	0.69	10.712	4	3	1	11.572	2.55	2
LOHP017	LOH	Lovenhoek	175233	213318	2	1	1	1	4	214	0.91	10.265	4	3	1	10.905	2.55	2
MANP003	MAN	Mangelbeekvallei	221073	193478	2	1	1	1	3	722	1.29	58.86	2	3	1	59.38	2.06	0.5
MANP004	MAN	Mangelbeekvallei	221068	193429	2	1	1	1	3	722	0.97	58.985	2	3	1	59.505	1.74	0.5
MANP005	MAN	Mangelbeekvallei	221073	193362	2	1	1	1	1	722	1.17	58.745	5	3	1	58.895	1.57	0.5
MANP029	MAN	Mangelbeekvallei	220497	193374	2	1	1	1	1	722	1.06	55.418	5	3	1	55.868	1.76	0.5
MANP031	MAN	Mangelbeekvallei	220570	193403	2	1	1	1	1	722	1.55	55.901	5	1	6	56.871	2.77	0.5
MANP105	MAN	Mangelbeekvallei	221073	193362	2	1	1	1	1	722	2.08	58.685	5	3	1	58.905	2.45	0.3
MATP003	MAT	De Maten	224779	181757	2	1	1	1	1	306	0.88	41.97	5	3	1	42.28	1.44	0.5
MATP004	MAT	De Maten	225098	182066	2	1	1	1	3	306	1.77	44.05	2	3	1	44.41	2.38	0.5
MATP005	MAT	De Maten	226220	183183	2	1	1	1	3	306	1.9	49.4	2	3	1	49.74	2.49	0.5
MATP006	MAT	De Maten	226190	183227	2	1	1	1	3	306	1.64	49.23	2	3	1	49.65	2.31	0.5
MATP010	MAT	De Maten	225128	182769	2	1	1	1	1	306	1.97	46.29	5	3	1	46.64	2.57	0.5
MATP011	MAT	De Maten	225382	182289	2	1	1	1	3	306	1.04	44.92	2	3	1	45.34	1.71	0.5
MATP013	MAT	De Maten	226425	182603	2	1	1	1	1	306	0.83	47.59	5	3	1	48.02	1.51	0.5
MATP014	MAT	De Maten	226291	182944	2	1	1	1	3	306	1.23	48.72	2	3	1	49.05	1.81	0.5
MATP015	MAT	De Maten	226040	183424	2	1	1	1	1	306	0.63	49.24	5	3	1	49.66	1.3	0.5
MATP017	MAT	De Maten	226823	183586	2	1	1	1	3	306	0.85	50.921	2	3	1	51.431	1.61	0.5
MAYP029	MAY	Malesbroek	193479	201817	2	1	1	1	3	822	0.43	18.121	2	4	2	18.691	2	2
MAYP030	MAY	Malesbroek	193486	201836	2	1	1	1	3	822	2.24	17.483	2	4	2	18.063	2.97	0.3
MECP003	MEC	Mechelse Heide	237152	185797	2	1	1	1	3	1010	0.8	89.06	2	4	2	89.61	1.45	0.2
MESP009	MES	Messelbroek-Demervallei	189705	187780	2	1	1	1	3	310	2.0560000000001	15.634	2	3	1	16.3279999999999	3	0.5
MESP010	MES	Messelbroek-Demervallei	189764	187691	2	1	1	1	3	310	1.63	16.04	2	3	1	16.46	2.3	0.5
MESP011	MES	Messelbroek-Demervallei	189837	187538	2	1	1	1	3	310	1.395	15.727	2	3	1	16.282	2.2	0.5
MESP100	MES	Messelbroek-Demervallei	189436	187381	2	1	1	1	3	310	2.2	15.44	2	5	4	15.43	2.34	0.3
MESP101	MES	Messelbroek-Demervallei	189422	187444	2	1	1	1	3	310	1.8	15.45	2	5	4	15.43	1.93	0.3
MESP102	MES	Messelbroek-Demervallei	189406	187538	2	1	1	1	3	310	1.79	15.43	2	5	4	15.44	1.95	0.3
MESP104	MES	Messelbroek-Demervallei	189369	187751	2	1	1	1	3	310	1.74	15.33	2	4	2	15.96	2.52	0.3
MOEP011	MOE	Moenebroeken	116115	166574	2	1	1	1	3	217	2.59	0	2	4	2	0.45	3.04	0
MOEP012	MOE	Moenebroeken	116130	166513	2	1	1	1	3	217	2.46	0	2	4	2	0.62	3.08	0
MOEP013	MOE	Moenebroeken	116146	166429	2	1	1	1	3	217	1.77	0	2	4	2	0.41	2.18	0
MOEP016	MOE	Moenebroeken	116231	166332	2	1	1	1	3	217	2.53	25.51	2	4	2	25.77	2.79	0
MOEP030	MOE	Moenebroeken	116473	166514	2	1	1	1	3	217	1.35	22.61	2	4	2	22.71	1.6	0.3
MOLP018	MOL	Molenbeekvallei	167135	177145	2	1	1	1	4	454	1.34	25.3	4	3	1	25.82	2.01	0.3
MOLP022	MOL	Molenbeekvallei	166595	176767	2	1	1	1	4	454	1.34	27.476	4	3	1	27.886	1.9	0.3
MOLP023	MOL	Molenbeekvallei	166621	176753	2	1	1	1	4	454	1.51	26.979	4	3	1	27.339	2.02	0.3
MOLP024	MOL	Molenbeekvallei	166641	176739	2	1	1	1	4	454	1.43	26.794	4	3	1	27.234	2.02	0.3
MOLP025	MOL	Molenbeekvallei	166664	176724	2	1	1	1	4	454	1.47	26.695	4	3	1	27.095	2.02	0.3
MOMP001	MOM	Mombeekvallei	218033	175477	2	1	1	1	3	230	2	33.75	2	3	1	34.21	2.61	0.3
MOMP002	MOM	Mombeekvallei	218031	175576	2	1	1	1	3	230	2.05	33.554	2	3	1	33.964	2.61	0.3
MOMP003	MOM	Mombeekvallei	217918	175452	2	1	1	1	3	230	1.65	33.79	2	5	4	33.79	1.8	0.3
MOMP004	MOM	Mombeekvallei	217913	175494	2	1	1	1	3	230	1.65	33.63	2	5	4	33.63	1.8	0.3
MOMP010	MOM	Mombeekvallei	218032	175555	2	1	1	1	3	230	2.4	33.63	2	5	4	33.73	3	1
MOMP011	MOM	Mombeekvallei	218028	175601	2	1	1	1	3	230	2.78	33.63	2	3	1	34.02	3.32	0.3
MOMP012	MOM	Mombeekvallei	218029	175631	2	1	1	1	3	230	2.62	33.663	2	3	1	34.013	3.12	0.3
MOMP013	MOM	Mombeekvallei	218029	175631	2	1	1	1	3	230	2.77	33.784	2	7	7	33.994	3.13	0.3
MOMP020	MOM	Mombeekvallei	220506	175297	2	1	1	1	3	50	1.65	36.752	2	3	1	37.302	2.4	0.4
MOMP028	MOM	Mombeekvallei	222496	174765	2	1	1	1	3	50	2.94	39.194	2	3	1	39.584	3.53	0.4
MOMP029	MOM	Mombeekvallei	218029	175625	2	1	1	1	3	230	2.77	33.784	2	3	1	33.994	3.13	0.3
MOSP001	MOS	De Most	210617	207077	2	1	1	1	1	630	1.03	35.85	5	3	1	35.95	1.28	0.3
MOSP003	MOS	De Most	210894	207017	2	1	1	1	1	630	0.935	36.529	5	3	1	37.179	1.735	0.3
MOSP004	MOS	De Most	210870	207068	2	1	1	1	1	630	1.27	36.015	5	3	1	37.265	2.67	0.3
MOSP015	MOS	De Most	212551	207735	1	2	1	1	1	630	1.26	39.662	5	3	1	40.102	1.95	0.5
MOSP016	MOS	De Most	212638	207858	1	2	1	1	1	630	0.83	39.831	5	3	1	40.501	1.75	0.5
MSBP001	MSB	Molenstedebroek	194922	187284	1	2	1	1	2	54	2.58	18.619	3	4	2	19.019	3.18	0.4
MSBP002	MSB	Molenstedebroek	194917	187270	2	1	1	1	2	54	1.8420000000001	18.599	3	3	1	19.1069999999999	2.6	0.5
MSBP003	MSB	Molenstedebroek	194861	187151	1	2	1	1	2	54	1.77	18.684	3	4	2	19.154	2.44	0.4
MSBP006	MSB	Molenstedebroek	194955	187335	2	1	1	1	2	54	1.886	18.446	3	3	1	18.91	2.6	0.5
MSBP007	MSB	Molenstedebroek	194938	187299	2	1	1	1	2	54	1.664	18.587	3	3	1	19.073	2.4	0.5
MSBP008	MSB	Molenstedebroek	194883	187199	2	1	1	1	2	54	1.3770000000001	18.513	3	3	1	19.3859999999999	2.5	0.5
MSBP009	MSB	Molenstedebroek	194851	187121	2	1	1	1	2	54	2.516	19.018	3	3	1	19.452	3.2	0.5
MSBP010	MSB	Molenstedebroek	195271	186803	2	1	1	1	3	54	2.601	18.911	2	3	1	19.76	3.7	0.5
MSBP011	MSB	Molenstedebroek	195263	186767	2	1	1	1	3	54	2.831	18.721	2	3	1	19.44	3.8	0.5
MSBP012	MSB	Molenstedebroek	195272	186690	2	1	1	1	3	54	2.8080000000001	18.591	2	3	1	19.3329999999999	3.8	0.5
MSBP013	MSB	Molenstedebroek	195275	186651	2	1	1	1	2	54	1.965	18.5859999999999	3	3	1	19.3709999999999	3	0.5
MSBP014	MSB	Molenstedebroek	195268	186601	2	1	1	1	2	54	2.0159999999999	18.6419999999999	3	3	1	19.376	3	0.5
NEIP001	NEI	Neigembos	128122	167393	2	1	1	1	4	57	1.23	0	4	3	1	0.31	1.79	0.5
NEIP002	NEI	Neigembos	128078	167410	2	1	1	1	4	57	0.85	0	4	3	1	0.45	1.55	0.5
NODP001	NOD	Noordduinen	28595	201274	2	1	1	1	4	177	1.78	9.15	4	4	2	9.52	2.65	1
NODP002	NOD	Noordduinen	28707	201026	2	1	1	1	4	177	1.65	8.48	4	4	2	8.93	2.6	1
NODP008	NOD	Noordduinen	27643	200695	2	1	1	1	4	177	2.93	10.26	4	4	2	10.38	3.55	1
NODP009	NOD	Noordduinen	28467	200980	2	1	1	1	4	177	2.67	9.6	4	3	1	9.67	3.24	1
NOZP007	NOZ	Noord-Zuid verbinding Hasselt Eindhoven	220381	189878	2	1	1	1	3	722	1.61	47.5	2	4	2	47.89	3	2
NOZP015	NOZ	Noord-Zuid verbinding Hasselt Eindhoven	218667	189626	2	1	1	1	3	722	0.5	40.62	2	4	2	41.12	2	2
NOZP019	NOZ	Noord-Zuid verbinding Hasselt Eindhoven	219440	193225	2	1	1	1	1	722	0.36	49.72	5	4	2	50.36	2	2
NUCP001	NUC	De Nuchten	120026	166333	2	1	1	1	3	217	0.92	12.82	2	4	2	14.22	2.47	0.3
NUCP004	NUC	De Nuchten	119819	165933	2	1	1	1	3	217	1.7	12.9034	2	4	2	13.3734	2.32	0.3
NUCP005	NUC	De Nuchten	120097	165667	2	1	1	1	3	217	1.8	12.7946	2	5	4	13.2946	2.45	0.3
ORCP002	ORC	De Orchis	139863	196974	2	1	1	1	3	745	0.69	4.82	2	4	2	4.92	0.94	0.3
ORCP003	ORC	De Orchis	139866	197010	2	1	1	1	3	745	0.65	4.81	2	4	2	4.87	0.86	0.3
ORCP011	ORC	De Orchis	139864	196932	2	1	1	1	3	745	1.14	4.793	2	4	2	5.903	2.4	0.3
ORCP012	ORC	De Orchis	139863	196973	2	1	1	1	3	745	0.95	4.89	2	4	2	4.9	1.11	0.3
ORCP013	ORC	De Orchis	139861	197002	2	1	1	1	3	745	1.11	4.808	2	4	2	4.808	1.26	0.3
OUSP001	OUS	Oude Schelde	138780	199540	2	1	1	1	3	745	1.6	1.14	2	5	4	1.88	2.59	0.5
PARP001	PAR	Parike-bos	109868	163433	2	1	1	1	4	985	1.6	75.43	4	4	2	76.25	2.67	0.5
PARP002	PAR	Parike-bos	109810	163492	2	1	1	1	4	985	2.02	63.41	4	3	1	63.82	2.68	0.5
PARP003	PAR	Parike-bos	109730	163542	2	1	1	1	4	985	1.98	54.05	4	3	1	54.27	2.45	0.5
PARP004	PAR	Parike-bos	109688	163551	2	1	1	1	4	985	1.79	55.43	4	5	4	55.85	2.59	0.76
PEUP002	PEU	Peutiebos	156147	179297	2	1	1	1	4	710	0.53	14.58	4	3	1	15.33	1.78	1
PEUP003	PEU	Peutiebos	156150	179299	2	1	1	1	4	710	0.81	14.73	4	3	1	15.5	2.08	1
PEUP005	PEU	Peutiebos	156036	179272	2	1	1	1	4	710	0.52	13.81	4	3	1	14.76	1.97	1
PEUP006	PEU	Peutiebos	156031	179271	2	1	1	1	4	710	0.57	14.03	4	3	1	14.67	1.71	1
PEUP103	PEU	Peutiebos	156150	179299	2	1	1	1	4	710	2.48	14.73	4	3	1	15.68	3.58	0.3
PEUP106	PEU	Peutiebos	156031	179271	2	1	1	1	4	710	2.7	14.08	4	3	1	15.15	3.92	0.3
POMP001	POM	De Pomperik	224808	178801	2	1	1	1	3	306	1.19	34.592	2	5	4	34.892	1.74	0.5
POMP002	POM	De Pomperik	224883	178691	2	1	1	1	3	306	1.41	35.095	2	4	2	35.315	1.88	0.5
POMP003	POM	De Pomperik	224934	178616	2	1	1	1	3	306	1.199	34.779	2	4	2	35.329	1.999	0.5
POMP004	POM	De Pomperik	225109	178542	2	1	1	1	3	306	1.47	34.778	2	3	1	35.078	2.02	0.5
POMP005	POM	De Pomperik	225048	178511	2	1	1	1	3	306	1.581	34.981	2	3	1	35.181	2.031	0.5
POMP008	POM	De Pomperik	224725	178351	2	1	1	1	3	306	1.4	34.981	2	4	2	35.081	1.75	0.5
POMP009	POM	De Pomperik	224590	178399	2	1	1	1	3	306	1.68	35.34	2	4	2	35.86	2.35	0.3
POMP010	POM	De Pomperik	224752	178914	2	1	1	1	3	306	1.43	34.622	2	4	2	35.342	2.3	0.3
RASP001	RAS	Raspaillebos	120085	162768	2	1	1	1	4	217	2.32	68.994	4	3	1	69.404	2.98	0.5
