loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	groupnr	rasterid	filterdepth	soilsurf_ost	typegroup_name	obswell_statecode	obswell_state	measuringref_ost	tubelength	filterlength
WESP906	WES	Westhoek	23034	199198	2	1	1	1	4	177	1.9	5.473	4	4	2	5.473	1.9	0
WESP907	WES	Westhoek	22923	199149	2	1	1	1	4	177	2.54	5.444	4	4	2	5.504	2.6	0
WESP908	WES	Westhoek	22848	198864	2	1	1	1	4	177	1.07	5.336	4	4	2	5.366	1.1	0
WESP909	WES	Westhoek	23322	199013	2	1	1	1	4	177	1.75	5.718	4	4	2	5.718	1.75	0
WESP910	WES	Westhoek	22667	198881	2	1	1	1	4	177	1.47	5.427	4	4	2	5.457	1.5	0
WESP911	WES	Westhoek	22901	198832	2	1	1	1	4	177	2.48	5.995	4	4	2	6.015	2.5	0
WESP912	WES	Westhoek	23043	198754	2	1	1	1	4	177	1.035	5.335	4	4	2	5.4	1.1	0
WESP913	WES	Westhoek	23080	198693	2	1	1	1	4	177	2.3	6.305	4	4	2	6.305	2.3	0
WESP914	WES	Westhoek	23406	199039	2	1	1	1	4	177	1.485	5.389	4	4	2	5.404	1.5	0
WESP915	WES	Westhoek	23454	199076	2	1	1	1	4	177	1.12	5.399	4	4	2	5.429	1.15	0
WESP916	WES	Westhoek	23403	199145	2	1	1	1	4	177	1.155	5.448	4	4	2	5.493	1.2	0
WESP917	WES	Westhoek	23291	199190	2	1	1	1	4	177	1.96	5.279	4	4	2	5.319	2	0
WESP918	WES	Westhoek	23204	199239	2	1	1	1	4	177	1.2	5.461	4	4	2	5.461	1.2	0
WESP919	WES	Westhoek	22938	199235	2	1	1	1	4	177	2.08	6.104	4	4	2	6.174	2.15	0
WESP920	WES	Westhoek	22797	199170	2	1	1	1	4	177	2.74	5.972	4	4	2	6.032	2.8	0
WESP921	WES	Westhoek	22809	199142	2	1	1	1	4	177	2.4	5.561	4	4	2	5.561	2.4	0
ZABP002	ZAB	Zammelsbroek	191587	198621	2	1	1	1	3	822	2.94	14.741	2	4	2	14.891	3.24	0.3
ZABP003	ZAB	Zammelsbroek	191644	198520	2	1	1	1	3	822	1.78	14.776	2	4	2	14.866	2.02	0.3
ZABP004	ZAB	Zammelsbroek	191712	198448	2	1	1	1	3	822	1.6	14.78	2	3	1	15.47	2.49	0.4
ZABP005	ZAB	Zammelsbroek	191734	198418	2	1	1	1	3	822	0.58	14.7	2	4	2	15.56	1.64	0.4
ZABP006	ZAB	Zammelsbroek	191153	198420	2	1	1	1	3	822	2.97	14.529	2	3	1	14.989	3.58	0.3
ZABP008	ZAB	Zammelsbroek	191184	198355	2	1	1	1	3	822	2.89	14.491	2	4	2	14.981	3.53	0.3
ZABP009	ZAB	Zammelsbroek	191219	198264	2	1	1	1	3	822	2.82	14.55	2	4	2	14.9	3.32	0.3
ZABP013	ZAB	Zammelsbroek	191535	198711	2	1	1	1	3	822	2.09	14.77	2	7	7	14.97	2.49	0.4
ZABP014	ZAB	Zammelsbroek	191421	198803	2	1	1	1	3	822	1.3	14.82	2	3	1	16.04	2.72	0.4
ZABP022	ZAB	Zammelsbroek	193188	199206	2	1	1	1	1	822	1.05	15.76	5	3	1	16.05	1.54	0.4
ZABP023	ZAB	Zammelsbroek	193145	199376	2	1	1	1	3	822	1.58	15.7	2	1	6	16.58	2.66	0.4
ZABP028	ZAB	Zammelsbroek	191108	198490	2	1	1	1	1	822	2.25	14.56	5	4	2	14.56	2.5	0.5
ZABP029	ZAB	Zammelsbroek	191090	198521	2	1	1	1	1	822	2.25	14.48	5	4	2	14.48	2.5	0.5
ZABP030	ZAB	Zammelsbroek	191063	198584	2	1	1	1	1	822	2.25	14.43	5	4	2	14.43	2.5	0.5
ZAVP100	ZAV	Zavelbeemden-Demervallei	189968	189008	2	1	1	1	3	310	1.7	15.43	2	4	2	15.43	1.85	0.3
ZEBP001	ZEB	Zeebrugge	68884	222381	2	1	1	1	3	693	0.465	2.91	2	3	1	3.22	0.925	0.3
ZEBP003	ZEB	Zeebrugge	69183	221033	2	1	1	1	3	693	0.83	2.68	2	3	1	2.91	1.21	0.3
ZEBP005	ZEB	Zeebrugge	69921	220751	2	1	1	1	3	693	1.66	2.57	2	3	1	2.99	2.08	0
ZEBP006	ZEB	Zeebrugge	69256	220151	2	1	1	1	3	693	2.64	3.58	2	7	7	4.44	4	1
ZEBP007	ZEB	Zeebrugge	69602	220278	2	1	1	1	3	693	2.35	3.09	2	5	4	4.24	4	1
ZEBP009	ZEB	Zeebrugge	69111	219114	2	1	1	1	2	693	1.92	3.02	3	3	1	3.6	3	1
ZEBP012	ZEB	Zeebrugge	69544	221380	2	1	1	1	3	693	1	2.6	2	4	2	3.1	2	1
ZEBP013	ZEB	Zeebrugge	69544	221381	2	1	1	1	3	693	0.15	2.63	2	4	2	2.87	0.54	0.3
ZEBP015	ZEB	Zeebrugge	69182	221031	2	1	1	1	3	693	0.15	2.71	2	4	2	2.95	0.54	0.3
ZEBP017	ZEB	Zeebrugge	69921	220750	2	1	1	1	3	693	0.22	2.61	2	4	2	2.78	0.54	0.3
ZEBP019	ZEB	Zeebrugge	69725	220669	2	1	1	1	3	693	0.5	2.63	2	3	1	3.06	1.43	1
ZEBP020	ZEB	Zeebrugge	69725	220669	2	1	1	1	3	693	0.15	2.57	2	4	2	2.81	0.54	0.3
ZEBP022	ZEB	Zeebrugge	69246	220121	2	1	1	1	3	693	1.325	2.69	2	3	1	2.93	2.065	1
ZEBP023	ZEB	Zeebrugge	69246	220122	2	1	1	1	3	693	0.18	2.7	2	4	2	2.94	0.57	0.3
ZEBP025	ZEB	Zeebrugge	69823	220300	2	1	1	1	3	693	0.5	2.51	2	4	2	2.94	1.43	1
ZEBP026	ZEB	Zeebrugge	69823	220300	2	1	1	1	3	693	0.15	2.48	2	4	2	2.72	0.54	0.3
ZEBP045	ZEB	Zeebrugge	69280	220151	2	1	1	1	3	693	0.5	2.6408	2	3	1	3.2408	1.6	1
ZEBP046	ZEB	Zeebrugge	69422	220210	2	1	1	1	3	693	0.5	2.6282	2	3	1	3.3782	1.75	1
ZEBP107	ZEB	Zeebrugge	65882	224517	2	1	1	1	2	693	1.795	5.83	3	3	1	5.83	2.045	0.5
ZEMP005	ZEM	Zemst	158392	184259	2	1	1	1	4	710	2.52	7.663	4	3	1	8.223	3.08	0
ZIEP004	ZIE	Ziepbeekvallei	238382	181163	2	1	1	1	3	1010	0.93	68.778	2	4	2	69.058	1.36	0.3
ZIEP007	ZIE	Ziepbeekvallei	238987	181310	2	1	1	1	3	1010	1.24	59.106	2	4	2	59.426	1.71	0.3
ZIEP008	ZIE	Ziepbeekvallei	239081	181307	2	1	1	1	3	1010	1.23	57.701	2	5	4	58.091	1.77	0.3
ZIEP018	ZIE	Ziepbeekvallei	238698	180067	2	1	1	1	3	1010	1.38	67.51	2	3	1	68.04	2.06	0.3
ZIEP019	ZIE	Ziepbeekvallei	238747	180060	2	1	1	1	3	1010	1.39	65.312	2	3	1	66.112	2.34	0.3
ZIEP020	ZIE	Ziepbeekvallei	238790	180322	2	1	1	1	3	1010	1.19	62.677	2	3	1	63.087	1.75	0.3
ZIEP021	ZIE	Ziepbeekvallei	238650	180342	2	1	1	1	3	1010	0.8	68.64	2	5	4	68.8	1.11	0.3
ZIEP022	ZIE	Ziepbeekvallei	238643	180318	2	1	1	1	3	1010	0.57	68.515	2	3	1	68.945	1.15	0.3
ZIEP066	ZIE	Ziepbeekvallei	239204	181332	2	1	1	1	3	1010	0.89	55.95	2	3	1	56.32	1.76	1
ZIEP067	ZIE	Ziepbeekvallei	238731	180135	2	1	1	1	3	1010	2	65.239	2	3	1	65.639	2.55	0.3
ZIEP068	ZIE	Ziepbeekvallei	238749	180156	2	1	1	1	3	1010	1.34	64.229	2	4	2	64.509	1.77	0.3
ZIEP070	ZIE	Ziepbeekvallei	238845	182649	2	1	1	1	3	1010	0.55	69.61	2	3	1	70.12	1.16	0.2
ZIEP166	ZIE	Ziepbeekvallei	239204	181332	2	1	1	1	3	1010	3	55.939	2	3	1	56.289	4.35	2
ZIEP179	ZIE	Ziepbeekvallei	239177	180268	2	1	1	1	3	1010	1.52	56.114	2	4	2	56.494	2.4	1
ZOEP002	ZOE	Zoerselbos	171262	215363	2	1	1	1	4	214	0.85	12.57	4	5	4	12.62	1	0.2
ZOEP003	ZOE	Zoerselbos	171253	215374	2	1	1	1	4	214	1.58	12.57	4	5	4	12.64	1.8	0.3
ZOEP031	ZOE	Zoerselbos	171787	216220	2	1	1	1	4	214	0.65	13.64	4	4	2	14.34	1.5	0.3
ZUVP019	ZUV	Zuunvallei	142606	164589	2	1	1	1	4	441	2	23.92	4	5	4	24.47	3.05	1
ZUVP020	ZUV	Zuunvallei	142603	164595	2	1	1	1	4	441	2	23.58	4	5	4	24	2.92	1
ZWAP002	ZWA	Zwarte Beek	216540	198130	2	1	1	1	3	950	1.97	0	2	5	4	0.08	2.2	0.3
ZWAP003	ZWA	Zwarte Beek	216540	198110	2	1	1	1	3	950	1.97	52.33	2	5	4	52.33	2.12	0.3
ZWAP004	ZWA	Zwarte Beek	216550	198090	2	1	1	1	3	950	2.23	52.67	2	5	4	52.67	2.38	0.3
ZWAP005	ZWA	Zwarte Beek	214270	196870	2	1	1	1	3	950	1.28	0.01	2	5	4	0.12	1.54	0.3
ZWAP006	ZWA	Zwarte Beek	214270	196880	2	1	1	1	3	950	1.32	-0.13	2	5	4	0.08	1.68	0.3
ZWAP009	ZWA	Zwarte Beek	215043	197330	2	1	1	1	1	950	1.56	45.07	5	3	1	45.46	2.2	0.5
ZWAP010	ZWA	Zwarte Beek	215043	197320	2	1	1	1	1	950	1.53	45.14	5	3	1	45.54	2.18	0.5
ZWAP011	ZWA	Zwarte Beek	215079	197296	2	1	1	1	1	950	0.74	45.76	5	4	2	45.92	1.05	0.3
ZWAP013	ZWA	Zwarte Beek	215411	197466	2	1	1	1	1	950	1.45	46.461	5	4	2	46.871	2.01	0.3
ZWAP014	ZWA	Zwarte Beek	215408	197476	2	1	1	1	1	950	1.2	46.73	5	4	2	47.01	1.63	0.3
ZWAP016	ZWA	Zwarte Beek	215402	197511	2	1	1	1	3	950	0.74	47.188	2	4	2	47.368	1.07	0.3
ZWAP023	ZWA	Zwarte Beek	216463	198293	2	1	1	1	1	950	2.22	51.81	5	5	4	51.97	2.53	0.3
ZWAP024	ZWA	Zwarte Beek	216442	198331	2	1	1	1	1	950	0.94	52.21	5	3	1	52.81	1.54	0
ZWAP027	ZWA	Zwarte Beek	216880	198160	2	1	1	1	3	950	1	54.85	2	7	7	55.15	1.45	0.3
ZWAP035	ZWA	Zwarte Beek	214375	196918	2	1	1	1	3	950	1.15	42.23	2	3	1	42.43	1.5	0.3
ZWAP036	ZWA	Zwarte Beek	214347	196972	2	1	1	1	1	950	1.24	42.36	5	5	4	42.71	1.74	0.3
ZWAP050	ZWA	Zwarte Beek	215197	197055	2	1	1	1	1	950	1.83	46.68	5	4	2	47.46	2.76	0.3
ZWAP101	ZWA	Zwarte Beek	217658	197918	2	1	1	1	1	950	0.81	61.58	5	3	1	61.64	1.02	0.3
ZWAP102	ZWA	Zwarte Beek	217644	197912	2	1	1	1	1	950	0.35	61.33	5	4	2	61.41	0.58	0.3
ZWAP115	ZWA	Zwarte Beek	217366	198546	2	1	1	1	1	950	0.75	54.09	5	4	2	54.64	1.45	0.3
ZWAP117	ZWA	Zwarte Beek	217267	198554	2	1	1	1	1	950	0.87	53.77	5	3	1	54.44	1.69	0.3
ZWAP118	ZWA	Zwarte Beek	217274	198514	2	1	1	1	1	950	0.55	53.54	5	5	4	54.09	1.25	0.3
ZWAP119	ZWA	Zwarte Beek	217263	198460	2	1	1	1	1	950	0.49	53.73	5	5	4	54.32	1.23	0.3
ZWAP120	ZWA	Zwarte Beek	217266	198420	2	1	1	1	1	950	0.87	54.15	5	5	4	54.53	1.4	0.3
ZWAP127	ZWA	Zwarte Beek	217199	198367	2	1	1	1	3	950	1.19	53.84	2	4	2	54.49	1.99	0.3
ZWAP128	ZWA	Zwarte Beek	217068	198393	2	1	1	1	1	950	2.02	53.74	5	4	2	54.03	2.46	0.3
ZWAP129	ZWA	Zwarte Beek	217058	198439	2	1	1	1	1	950	1.95	53.94	5	3	1	54.2	2.36	0.3
ZWAP131	ZWA	Zwarte Beek	217154	198541	2	1	1	1	1	950	2.3	53.56	5	4	2	54.21	2.95	0
ZWAP132	ZWA	Zwarte Beek	216880	198530	2	1	1	1	1	950	1.97	53.68	5	4	2	54.19	2.63	0.3
ZWAP133	ZWA	Zwarte Beek	216900	198458	2	1	1	1	1	950	1.43	53.25	5	4	2	53.71	2.04	0.3
ZWAP134	ZWA	Zwarte Beek	216925	198379	2	1	1	1	1	950	2.22	53.37	5	4	2	53.62	2.62	0.3
ZWAP135	ZWA	Zwarte Beek	216965	198300	2	1	1	1	3	950	0.93	53.2	2	4	2	53.47	1.35	0.3
ZWAP136	ZWA	Zwarte Beek	216969	198254	2	1	1	1	3	950	1.8	53.7	2	3	1	53.93	2.18	0.3
ZWAP137	ZWA	Zwarte Beek	216589	198215	2	1	1	1	1	950	1.53	51.95	5	4	2	52.26	1.99	0.3
ZWAP138	ZWA	Zwarte Beek	216584	198269	2	1	1	1	1	950	1.33	51.91	5	4	2	52.45	2.02	0.3
ZWAP140	ZWA	Zwarte Beek	216851	198162	2	1	1	1	3	950	2	54.26	2	2	5	54.61	2.5	0.3
ZWAP141	ZWA	Zwarte Beek	216785	198435	2	1	1	1	1	950	1.96	52.52	5	3	1	52.86	2.45	0.3
ZWAP145	ZWA	Zwarte Beek	217184	198435	2	1	1	1	1	950	1.47	53.36	5	4	2	54.09	2.35	0.3
ZWAP147	ZWA	Zwarte Beek	217079	198340	2	1	1	1	3	950	1.99	53.74	2	4	2	54.27	2.67	0.3
ZWAP148	ZWA	Zwarte Beek	216826	198345	2	1	1	1	1	950	2.92	52.69	5	4	2	52.99	3.37	0.3
ZWAP150	ZWA	Zwarte Beek	216586	198332	2	1	1	1	1	950	0.6	51.83	5	4	2	52.34	1.26	0.3
ZWAP151	ZWA	Zwarte Beek	216591	198297	2	1	1	1	1	950	0.72	51.82	5	4	2	52.56	1.61	0.3
ZWAP154	ZWA	Zwarte Beek	216668	198353	2	1	1	1	1	950	0.25	52.13	5	4	2	52.6	0.87	0.3
ZWAP155	ZWA	Zwarte Beek	216690	198323	2	1	1	1	1	950	0.91	52.16	5	4	2	52.66	1.56	0.3
ZWAP156	ZWA	Zwarte Beek	216704	198287	2	1	1	1	1	950	1.05	52.34	5	4	2	52.8	1.66	0.3
ZWAP157	ZWA	Zwarte Beek	216717	198251	2	1	1	1	1	950	0.88	52.22	5	4	2	52.61	1.42	0.3
ZWAP158	ZWA	Zwarte Beek	216654	198233	2	1	1	1	1	950	0.9	51.92	5	4	2	52.26	1.39	0.3
ZWAP159	ZWA	Zwarte Beek	216650	198258	2	1	1	1	1	950	0.97	51.9	5	4	2	52.36	1.58	0.3
ZWAP160	ZWA	Zwarte Beek	216639	198294	2	1	1	1	1	950	1.17	51.94	5	4	2	52.17	1.55	0.3
ZWAP161	ZWA	Zwarte Beek	216628	198327	2	1	1	1	1	950	0.94	51.83	5	4	2	52.24	1.5	0.3
ZWAP164	ZWA	Zwarte Beek	216823	198351	2	1	1	1	1	950	0.66	52.55	5	4	2	52.87	1.13	0.3
ZWAP165	ZWA	Zwarte Beek	216814	198362	2	1	1	1	1	950	0.75	52.41	5	3	1	52.86	1.35	0.3
ZWAP166	ZWA	Zwarte Beek	216797	198362	2	1	1	1	1	950	1.33	52.5	5	5	4	53.75	2.73	0.3
ZWAP167	ZWA	Zwarte Beek	216823	198312	2	1	1	1	1	950	0.59	52.39	5	4	2	52.66	1.01	0.3
ZWAP168	ZWA	Zwarte Beek	216846	198285	2	1	1	1	1	950	0.81	52.5	5	4	2	52.85	1.31	0.3
ZWAP169	ZWA	Zwarte Beek	216835	198288	2	1	1	1	1	950	0.83	52.54	5	4	2	52.97	1.41	0.3
ZWAP170	ZWA	Zwarte Beek	216842	198278	2	1	1	1	1	950	0.86	52.75	5	3	1	52.99	1.25	0.3
ZWAP171	ZWA	Zwarte Beek	216880	198254	2	1	1	1	1	950	0.98	53.11	5	4	2	53.34	1.36	0.3
ZWAP172	ZWA	Zwarte Beek	216851	198263	2	1	1	1	1	950	1.08	52.8	5	4	2	53.18	1.61	0.3
ZWAP175	ZWA	Zwarte Beek	216947	198408	2	1	1	1	1	950	1.93	53.89	5	4	2	54.39	2.58	0.3
ZWAP176	ZWA	Zwarte Beek	216802	198391	2	1	1	1	1	950	1.32	52.39	5	4	2	53.65	2.73	0.3
ZWAP177	ZWA	Zwarte Beek	216804	198376	2	1	1	1	1	950	1.37	52.33	5	4	2	53.41	2.6	0.3
ZWAP178	ZWA	Zwarte Beek	216821	198634	2	1	1	1	3	950	1.22	57.15	2	4	2	57.7	1.92	0.3
ZWAP183	ZWA	Zwarte Beek	216731	196833	2	1	1	1	3	950	2.48	62.19	2	4	2	62.92	3.21	0
ZWAP195	ZWA	Zwarte Beek	216842	198606	2	1	1	1	3	950	1.5	55.99	2	4	2	56.4	2.06	0.3
ZWAP196	ZWA	Zwarte Beek	214282	197080	2	1	1	1	1	950	0.91	42.28	5	3	1	42.72	1.5	0.3
ZWAP200	ZWA	Zwarte Beek	217985	197987	2	1	1	1	1	950	1.74	63.003	5	3	1	63.663	2.55	0.3
ZWAP202	ZWA	Zwarte Beek	220114	197295	2	1	1	1	3	210	2.05	68.26	2	3	1	68.78	2.72	0.3
ZWAP208	ZWA	Zwarte Beek	218005	198226	2	1	1	1	1	950	1.1	59.288	5	3	1	59.938	1.9	0.3
ZWAP209	ZWA	Zwarte Beek	218005	198167	2	1	1	1	1	950	1.51	59.715	5	3	1	60.185	2.13	0.3
ZWAP210	ZWA	Zwarte Beek	218009	198087	2	1	1	1	1	950	0.6	60.87	5	4	2	61.77	1.65	0.3
ZWAP212	ZWA	Zwarte Beek	217963	199002	2	1	1	1	3	950	1.724	60.222	2	4	2	61.022	2.674	0.3
ZWAP213	ZWA	Zwarte Beek	217988	198743	2	1	1	1	1	950	2.27	56.051	5	3	1	56.201	2.57	0.3
ZWAP214	ZWA	Zwarte Beek	218517	198651	2	1	1	1	1	950	1.3	60.15	5	3	1	60.63	1.93	0.3
ZWAP215	ZWA	Zwarte Beek	218516	198682	2	1	1	1	1	950	1	59.23	5	3	1	59.72	1.64	0.3
ZWAP216	ZWA	Zwarte Beek	218514	198727	2	1	1	1	1	950	1.14	57.93	5	1	6	58.78	2.14	0.3
ZWAP217	ZWA	Zwarte Beek	218512	198771	2	1	1	1	1	950	1.22	57.53	5	4	2	57.89	1.73	0.3
ZWAP223	ZWA	Zwarte Beek	218447	198865	2	1	1	1	1	950	0.95	59.52	5	7	7	60.47	2.05	0.3
ZWAP224	ZWA	Zwarte Beek	218398	199272	2	1	1	1	1	950	1.09	61.74	5	7	7	62.57	2.07	0.3
ZWAP225	ZWA	Zwarte Beek	218306	199374	2	1	1	1	1	950	0.449	62.229	5	4	2	63.129	1.499	0.3
ZWAP227	ZWA	Zwarte Beek	218316	199278	2	1	1	1	1	950	0.82	61	5	3	1	61.63	1.6	0.3
ZWAP228	ZWA	Zwarte Beek	217381	197149	2	1	1	1	3	950	1.14	63.265	2	3	1	63.655	1.68	0.3
ZWAP229	ZWA	Zwarte Beek	220479	196611	2	1	1	1	3	210	2.04	70.19	2	3	1	70.5	2.5	0.3
ZWAP231	ZWA	Zwarte Beek	220110	198031	2	1	1	1	3	210	1.91	66.285	2	3	1	66.695	2.47	0.3
ZWAP234	ZWA	Zwarte Beek	217054	198920	2	1	1	1	3	950	1.1	57.699	2	3	1	58.209	1.76	0.3
ZWAP235	ZWA	Zwarte Beek	218503	198213	2	1	1	1	1	950	0.41	62.888	5	3	1	63.658	1.33	0.3
ZWAP236	ZWA	Zwarte Beek	218173	198211	2	1	1	1	1	950	0.77	61.584	5	3	1	62.034	1.37	0.3
ZWAP240	ZWA	Zwarte Beek	215831	198356	2	1	1	1	1	950	0.81	53.02	5	3	1	53.48	1.42	0.3
ZWAP242	ZWA	Zwarte Beek	213549	196618	2	1	1	1	1	950	0.74	39.658	5	3	1	39.968	1.2	0.3
ZWAP252	ZWA	Zwarte Beek	218525	199362	2	1	1	1	1	950	2.1	62.884	5	3	1	63.264	2.68	0.4
ZWAP300	ZWA	Zwarte Beek	213086	204149	2	1	1	1	3	630	0.815	44.593	2	3	1	45.208	1.58	0.3
ZWAP301	ZWA	Zwarte Beek	213467	203688	2	1	1	1	3	630	0.94	47.298	2	3	1	47.738	1.63	0.5
ZWAP302	ZWA	Zwarte Beek	213465	203911	2	1	1	1	3	630	0.78	45.821	2	3	1	46.341	1.55	0.5
ZWAP303	ZWA	Zwarte Beek	213435	204022	2	1	1	1	3	630	0.8	45.684	2	3	1	46.214	1.58	0.5
ZWAP304	ZWA	Zwarte Beek	214442	205517	2	1	1	1	1	630	1.41	45.063	5	3	1	45.423	2.02	0.5
ZWAP305	ZWA	Zwarte Beek	214503	203705	2	1	1	1	3	630	1.27	49.791	2	3	1	50.271	2	0.5
ZWAP306	ZWA	Zwarte Beek	215123	203590	2	1	1	1	3	630	1.11	51.375	2	3	1	51.915	1.9	0.5
ZWAP307	ZWA	Zwarte Beek	215592	203278	2	1	1	1	3	630	1.75	53.211	2	3	1	53.671	2.46	0.5
ZWAP308	ZWA	Zwarte Beek	215833	205216	2	1	1	1	3	630	0.66	49.39	2	3	1	50.03	1.45	0.3
ZWAP309	ZWA	Zwarte Beek	215657	205459	2	1	1	1	1	630	0.92	47.748	5	3	1	48.318	1.64	0.3
ZWAP312	ZWA	Zwarte Beek	206556	189180	2	1	1	1	3	438	1.92	23.84	2	4	2	24.13	2.36	0.3
ZWAP314	ZWA	Zwarte Beek	206573	189182	2	1	1	1	3	438	1.89	23.68	2	4	2	24	2.36	0.3
ZWAP315	ZWA	Zwarte Beek	206579	189184	2	1	1	1	3	438	1.94	23.67	2	4	2	23.93	2.35	0.3
ZWAP316	ZWA	Zwarte Beek	206585	189185	2	1	1	1	3	438	1.99	23.64	2	4	2	23.85	2.35	0.3
ZWAP317	ZWA	Zwarte Beek	206596	189187	2	1	1	1	3	438	1.87	23.63	2	4	2	23.88	2.27	0.3
ZWAP332	ZWA	Zwarte Beek	208201	190059	2	1	1	1	3	438	1.75	25.21	2	4	2	25.68	2.37	0.3
ZWAP335	ZWA	Zwarte Beek	208176	190160	2	1	1	1	3	438	1.85	25.19	2	4	2	25.49	2.3	0.3
ZWAP337	ZWA	Zwarte Beek	208142	190258	2	1	1	1	3	438	2.02	25.08	2	4	2	25.58	2.67	0.3
ZWAP339	ZWA	Zwarte Beek	206987	190209	2	1	1	1	3	438	1.01	25.015	2	4	2	25.68	1.9	0.45
ZWAP342	ZWA	Zwarte Beek	207101	190325	2	1	1	1	3	438	0.53	25.1	2	4	2	26.32	2	0.5
ZWAP343	ZWA	Zwarte Beek	207085	190345	2	1	1	1	3	438	0.78	24.9	2	4	2	25.87	2	0.5
ZWAP344	ZWA	Zwarte Beek	207051	190388	2	1	1	1	3	438	1.755	25.01	2	4	2	25.63	2.6	0.45
ZWAP402	ZWA	Zwarte Beek	220114	197295	1	2	1	1	3	210	2.05	68.26	2	3	1	68.78	2.72	0.3
ZWBP011	ZWB	Zwalmbeek	107248	173411	2	1	1	1	4	89	2.25	20.32	4	4	2	20.32	3.5	2.5
ZWBP013	ZWB	Zwalmbeek	107282	173439	2	1	1	1	4	89	1.75	20.23	4	4	2	20.23	3	2.5
ZWBP014	ZWB	Zwalmbeek	107312	173473	2	1	1	1	4	89	1.75	20.17	4	4	2	20.17	3	2.5
ZWBP017	ZWB	Zwalmbeek	107421	173519	2	1	1	1	4	89	1.75	32.07	4	4	2	32.07	3	2.5
