jaar	gem_jaar	og_jaar	bg_jaar	dag_onder_p01_mean	dag_onder_p05_mean	dag_onder_p10_mean	dag_onder_p30_mean	dag_onder_p01_median	dag_onder_p05_median	dag_onder_p10_median	dag_onder_p30_median	var_sim	gem_jaar_t	gem_og_t	gem_bg_t	og_jaar_t	bg_jaar_t
1985	17.6522950898378	10.9895201612962	28.3546066948532	1.02894736842105	3.28333333333333	8.00350877192983	61.8535087719298	0	0	1	57	0.0584661796068093	2.87086580834427	2.52240896597168	3.24287247623908	2.39694210606982	3.34478951061871
1986	23.3766767967344	16.9048412505524	32.3261845503059	3.52327586206897	14.7948275862069	29.5560344827586	86.8258620689655	0	11	29	92	0.0273495254300667	3.1517388072216	2.91064283763331	3.41157473829485	2.82760004543563	3.47587756900757
1987	30.5744306231251	24.5675888305735	38.0499614502245	0.0922413793103448	0.456034482758621	1.35862068965517	17.7853448275862	0	0	0	9	0.0124545613749978	3.42016405909812	3.24309242271513	3.60272957441308	3.20142804702377	3.63890007117248
1988	38.4231038742048	32.3697135783732	45.6085256285462	0.0862068965517241	0.807758620689655	2.51293103448276	28.4827586206897	0	0	0	21	0.00765051201523548	3.64865894205758	3.50064713484248	3.80271341463751	3.47722321953241	3.82009466458276
1989	44.877816235843	38.135550729746	52.8120966279147	36.9836206896552	69.4551724137931	93.2379310344828	154.640517241379	33	73	100	161	0.00689888436180272	3.80394360218397	3.66138330203415	3.95234820254106	3.64114693709435	3.96674026727359
1990	46.5801016410985	40.3237912608208	53.8070900838927	45.1896551724138	72.5741379310345	94.9586206896552	169.358620689655	35	65	90	164	0.00541514252543995	3.84117344652978	3.70932120143738	3.97537661149246	3.69694164862887	3.9854052444307
1991	43.843497018131	38.5184227433172	49.904749308884	16.4068965517241	35.1387931034483	54.4112068965517	131.43275862069	6	27	47	128	0.00436474383082943	3.78062640720782	3.65711886690736	3.90641757562035	3.65113663965643	3.91011617475922
1992	40.2063956500147	34.7481236672308	46.5220587634206	1.73448275862069	7.25689655172414	15.3387931034483	69.5525862068965	0	3	11	71	0.00554116953497785	3.69402607874209	3.55345213399122	3.82845730176038	3.54812557536541	3.83992658211878
1993	37.9091350697792	32.6163582484458	44.0607903185281	7.36810344827586	22.7646551724138	40.9103448275862	116.338793103448	2	18	37	120	0.00588650364350975	3.63519211391	3.49124670194731	3.77121534058879	3.48481394928193	3.78557027853807
1994	37.0982244184905	32.4983006488275	42.3492375763452	7.80172413793103	19.7594827586207	30.9637931034483	74.351724137931	1.5	17	34	81	0.00456185207801176	3.61356910912822	3.48680147383233	3.73867011191128	3.48118780024025	3.74595041801618
1995	36.6704066277602	32.4973232458059	41.3793687582816	21.0801724137931	40.2715517241379	56.9818965517241	119.962931034483	19	41	58	123	0.00379936044551053	3.60197007086168	3.48763221240373	3.71900520942134	3.48115772427627	3.72278241744709
1996	34.910625127263	30.900617466995	39.4410159628053	35.7181034482759	63.4396551724138	86.0637931034483	158.428448275862	27	57	79	151	0.00387538400422457	3.55279122778169	3.43994618049496	3.66920787620263	3.4307761664547	3.67480628910868
1997	31.1415812953167	27.3458269793241	35.4642076213702	16.3991379310345	35.8465517241379	55.2413793103448	132.356896551724	5	25	47	124	0.00439785560699305	3.43854394531301	3.32078141980415	3.5571409207115	3.30856393877421	3.5685239518518
1998	27.3959153434178	23.0975580979396	32.4941785759884	4.14655172413793	12.2060344827586	21.6043103448276	69.1887931034483	0	8	15	62	0.00758205787556433	3.31039392722349	3.16334583628764	3.4565134786342	3.13972690189414	3.48106095255284
1999	25.303606736687	20.479171037825	31.2645718277526	4.5551724137931	17.4301724137931	33.5672413793103	103.620689655172	1	13	30	108	0.0116484247319794	3.23094694433527	3.05283139362491	3.40645839967832	3.0194083226834	3.44248556598714
2000	25.0706219085857	20.0081744510878	31.4139645483291	0.402586206896552	2.99827586206897	7.93879310344828	45.0629310344828	0	0	2	43	0.0132432896930021	3.22169671874667	3.02956367034395	3.40755047684898	2.99614091260407	3.44725252488927
2001	26.8997155978355	22.0308279642834	32.8446438970672	2.74913793103448	10.9379310344828	21.4586206896552	66.1051724137931	0	5	16	73	0.0103783046390786	3.29211571398073	3.11690085565163	3.46050161368009	3.09244274359795	3.49178868436352
2002	30.6669307753119	26.2895735882387	35.7731417750539	0.168103448275862	1.65603448275862	5.76810344827586	54.523275862069	0	0	1	55	0.00617447013279197	3.42318490058228	3.2822028863179	3.56101706906889	3.26917241906817	3.57719738209639
2003	35.4924064869502	31.2100187069824	40.3623890796668	37.8637931034483	67.6379310344828	90.0318965517241	153.062931034483	33	65	86	153	0.00430360206418455	3.56931877182507	3.44987817446017	3.69158373080163	3.44073915567317	3.69789838797698
2004	38.8999202380603	34.2332679690049	44.2027268882867	12.1293103448276	26.9681034482759	45.0741379310345	127.502586206897	0	11	29	121	0.00425119177756954	3.66099220018683	3.54219019609763	3.78354223073232	3.5331979188879	3.78878648148577
2005	41.3015179750653	36.2798908133976	47.0182061963294	24.0913793103448	56.8181034482759	85.4077586206896	164.347413793103	13	42	75	161.5	0.00437458318292601	3.72089925413574	3.60035464334624	3.84485579134969	3.59126361568887	3.85053489258261
2006	42.223302584759	37.038741510551	48.1335814462339	22.6344827586207	43.0120689655172	62.1439655172414	143.203448275862	20	37	55	138	0.00446768312465233	3.74297226259062	3.62019160228235	3.86917116954659	3.61196443270376	3.87398009247748
2007	42.593128621425	37.2159691779637	48.7472084116907	3.50689655172414	10.2344827586207	21.7801724137931	101.740517241379	0	2	12	105	0.00474095426586989	3.75169294029854	3.62462810361111	3.88165344838892	3.61673794814276	3.88664793245431
2008	43.4478794108247	37.9659151729396	49.7213939582061	2.58534482758621	9.18275862068966	18.6336206896552	85.8310344827586	0	0	8	85	0.00473521332249808	3.77156204524592	3.64604294410249	3.90103196863091	3.63668878807569	3.90643530241616
2009	44.2062121127941	38.6932779166432	50.5046171991747	40.6844827586207	71.226724137931	95.4318965517241	163.478448275862	35	67	89	161	0.00461841160671018	3.78886532474638	3.66694228066754	3.91512920083006	3.65566588770426	3.9220647617885
2010	42.8341029521749	37.7572020155321	48.5936530721412	30.9534482758621	51.0646551724138	66.1715517241379	120.719827586207	31	51	65	119	0.00414304657800275	3.7573345832608	3.64104075105912	3.87759721722145	3.63117623936689	3.88349292715472
2011	39.9837974498483	35.3388335612874	45.2392990203793	20.451724137931	47.7818965517241	74.023275862069	156.478448275862	10	39.5	68	151	0.00396976170278988	3.68847430829966	3.57277382653055	3.80545696692593	3.56498246015802	3.8119661564413
2012	37.1916140169807	32.2359214344068	42.9091551176107	5.85	17.0784482758621	29.898275862069	85.9594827586207	0	11	27	82	0.00532318415479643	3.61608330621496	3.48477291397285	3.74703302987862	3.47308140325886	3.75908520917106
2013	36.2606579940932	30.7338966360647	42.7812761178385	10.9327586206897	33.448275862069	53.551724137931	114.450862068966	6.5	34	55	114	0.00711846747207064	3.5907333517173	3.44366712537694	3.73987247514055	3.42536617044875	3.75610053298586
2014	37.6151003267446	31.5468532786429	44.8506150548125	3.30431034482759	14.0120689655172	27.2448275862069	100.230172413793	0	8	22	97	0.00805705249014373	3.62740557420907	3.47193319884417	3.78555823738011	3.45147384641065	3.80333730200749
2015	42.2375541846797	35.888296243872	49.7101052493785	27.5275862068966	53.6206896551724	74.7741379310345	143.999137931034	25	50	71	146	0.00690751824986929	3.74330973489675	3.59590365586832	3.89164074372805	3.58041123242145	3.90620823737206
2016	50.188870282512	43.3583216247888	58.0954844616194	1.82413793103448	7.19396551724138	16.5896551724138	68.4577586206897	0	1	11	69	0.00557114834611255	3.91579329459726	3.77870334004967	4.05145200767821	3.76949864846683	4.06208794072768
2017	63.688265267425	55.4425905702123	73.1602742775365	28.2043103448276	60.95	84.4594827586207	148.204310344828	18	57	83	146	0.00500428082589946	4.15400032688602	4.0228009103093	4.28878408801188	4.01534808124689	4.29265257252516
2018	83.8211025578438	68.8520612754526	102.044544547535	85.0974137931034	112.062068965517	129.647413793103	177.511206896552	81	115	133	181	0.0100740788204822	4.42868479628591	4.24596151610071	4.61679911001256	4.2319601633678	4.62540942920401
