jaar	groep3n	gem_jaar	gem_og	gem_bg	og_jaar	bg_jaar	dag_onder_p01_mean	dag_onder_p05_mean	dag_onder_p10_mean	dag_onder_p30_mean	dag_onder_p01_median	dag_onder_p05_median	dag_onder_p10_median	dag_onder_p30_median
1985	1	59.1672987360722	46.6395611391294	76.1152427870895	13.455685854803	163.412275318096	0.277777777777778	2.36111111111111	7.01666666666667	58.5305555555556	0	0	2	57
1985	2	65.7801343788974	50.2313048614405	87.7948885088362	19.9005989326201	176.706247857888	0.805263157894737	3.15526315789474	8.99473684210526	65.0578947368421	0	0	2.5	65
1985	3	62.2569616634624	50.3412648569633	77.887187958728	34.573472494932	108.884848056572	1.9175	4.235	7.95	61.8	0	0	1	50
1986	1	75.4363769694284	60.7162508024218	94.8926164282123	43.2084176014334	134.592814432003	3.65789473684211	15.0710526315789	29.6526315789474	82.1473684210526	0	11.5	29	89
1986	2	83.5386620800836	64.8353131034956	109.497558470469	37.1998410244388	184.818762543682	4.11842105263158	16.6026315789474	32.85	92.4	0	13	31	95
1986	3	80.9616798784224	66.0157865837951	100.357724699224	52.742906397043	130.039255259819	2.83	12.815	26.335	85.975	0	11	25	91.5
1987	1	31.8070264737747	24.9939106986994	40.9096813410032	14.0431909859616	67.7597857964439	0.192105263157895	1.07368421052632	3.09473684210526	29.4315789473684	0	0	0	23
1987	2	16.6257417350473	12.3322571304099	22.7845340202848	-8.12323981834568	82.8742770526709	0.0894736842105263	0.271052631578947	0.781578947368421	14.5289473684211	0	0	0	6
1987	3	10.7998530247147	8.39767803939297	13.9945710699225	3.82680849562271	24.6363835766281	0	0.045	0.2575	9.815	0	0	0	4
1988	1	38.3039649012766	30.1770679503494	49.1592057875598	19.5258596862664	74.3195348599974	0.168421052631579	1.27631578947368	3.94736842105263	35.4368421052632	0	0	0	32
1988	2	26.9269353237018	20.3443850643427	36.2372188957827	-33.9411966715313	186.414792997733	0.0763157894736842	0.868421052631579	2.35789473684211	25.0842105263158	0	0	0	15
1988	3	25.5270159039571	20.4583352170817	32.173109924362	-4.32314888817228	90.0772264709194	0.0175	0.305	1.2975	25.105	0	0	0	18
1989	1	128.175813715595	103.326845260641	161.010435672053	97.7370544753006	174.707662955535	28.5789473684211	58.1552631578947	80.071052631579	138.589473684211	23.5	64	94.5	150
1989	2	155.459230278171	120.769179060535	203.616011299812	81.6288740452092	303.599025291624	41.4684210526316	78.3473684210526	104.836842105263	169.228947368421	38	79	104	171
1989	3	149.651954578433	122.228711359288	185.250001878631	110.788518355634	200.69767882115	40.7075	71.7425	94.7275	156.03	36	73	99.5	161.5
1990	1	151.957923422872	122.264169765962	191.199970423153	94.0305333849161	256.54622150384	29.6289473684211	55.0736842105263	77.9105263157895	155.302631578947	22	52	78.5	156.5
1990	2	182.885110417458	141.520629628362	240.507977422968	76.792250871238	413.461103387642	57.3815789473684	86.3394736842105	110.205263157895	186.565789473684	39	71	97	174
1990	3	164.656479693544	134.282384226889	204.187034485949	120.487549804531	230.930842273865	48.39	76.1225	96.67	166.365	44	76	97	165
1991	1	129.692158143207	104.321802243874	163.199139023116	80.0215175313217	233.704772899201	11.9763157894737	31.0026315789474	51.2447368421053	132.576315789474	5	25	46.5	135
1991	2	144.488314988267	111.705280913876	190.165495794262	25.2586678276235	431.415324464674	22.6947368421053	44.6342105263158	66.2684210526316	146.718421052632	9	32	59	134
1991	3	115.093400808812	93.731550532303	142.910086944774	77.5136776845481	181.161420929087	14.6425	30.0475	46.155	115.825	6	23	39	116
1992	1	78.6413820433437	62.5681190575502	100.004588273456	38.8991881024031	159.6262344983	1.65526315789474	8.08157894736842	18.1815789473684	74.3631578947368	0	6	16	80
1992	2	83.9791881338847	64.2660249067698	111.692453423066	-26.0725415079352	352.183020942225	3.1	10.3842105263158	19.6684210526316	79.6368421052632	0	2	9	75
1992	3	57.4583872523186	46.4037310345255	71.9613533852783	28.5543027083192	113.146454694857	0.5125	3.5025	8.525	55.4025	0	0	7	60.5
1993	1	100.941832784726	81.2149316475424	126.985610806078	70.2751092296845	158.190376447298	3.64473684210526	16.1	32.7842105263158	104.831578947368	1	14	30	107.5
1993	2	120.714763908027	93.5060695058896	158.550185576585	72.8620548808448	220.015881188983	13.8447368421053	32.928947368421	52.2736842105263	125.802631578947	3	23	48	126
1993	3	114.823390565413	93.654684220518	142.33466129234	82.0143194073543	168.046410417443	4.7525	19.44	37.835	118.28	3	18	38	120.5
1994	1	79.0168759384288	62.9842478166499	100.293519717965	50.4344293121443	131.053624319398	7.08684210526316	19.3921052631579	30.9815789473684	75.7605263157895	3	19	34	83
1994	2	80.3428239593175	61.4995217970723	106.823386256546	42.1554735814531	158.024902091193	9.33421052631579	20.2210526315789	30.7342105263158	76.3	0	12	29.5	82
1994	3	72.7889099777551	58.969439535893	90.8759699957691	47.3831556504522	114.476718189542	7.025	19.67	31.165	71.1625	3	19	36	78
1995	1	112.428593664413	90.2701815544929	141.713285803461	65.0725482283455	200.904218810378	17.5868421052632	34.6526315789474	50.9342105263158	113.178947368421	16	37	57	119
1995	2	126.414358574576	97.6293552327883	166.551702383143	57.6826313878269	275.63565918463	21.0078947368421	43.0289473684211	62	127.178947368421	16	40	59	133
1995	3	118.626200490662	96.6195494689237	147.287332239575	85.1835556221397	177.351074012936	24.4675	42.99	57.96	119.5525	27	46	60	122
1996	1	150.699393730399	121.313788352118	189.515771117615	103.846231291122	222.825934061082	31.2421052631579	57.6868421052632	80.9894736842105	155.244736842105	19	47	70	147
1996	2	171.371847579863	132.630732002924	225.323120478434	88.6793311330162	368.056431869489	42.2157894736842	71.4052631578947	94.7921052631579	175.376315789474	36	68	89	171.5
1996	3	144.106183817396	117.46613346909	178.783973429652	109.468533209202	199.687987879679	33.7975	61.3375	82.5925	145.3525	30	59	76.5	141
1997	1	126.481668773542	101.739529642538	159.152212262478	80.1018375598047	201.759759474514	14.4236842105263	32.1263157894737	51.0026315789474	129.284210526316	3	22	41	117
1997	2	148.14220503637	114.605982841034	194.846637359976	74.8960485271263	334.444385551615	24.7973684210526	48.5526315789474	70.5605263157895	151.476315789474	9	31.5	56	139.5
1997	3	115.937891107399	94.4384133285893	143.933078171053	79.1168401942225	178.139811835826	10.2975	27.31	44.715	117.1125	4	23.5	44	119
1998	1	70.4618596931826	55.9703343339176	89.741985924201	44.0548472897943	115.351800343023	1.75789473684211	8.88421052631579	18.2342105263158	66.0131578947368	0	7	15	62
1998	2	82.5852418052801	63.2738131391589	109.696586141347	19.0563438980978	246.558031908986	8.26315789473684	18.9921052631579	29.9184210526316	78.9421052631579	0	9	18	63
1998	3	64.6222611959542	52.2952559860876	80.767168607145	39.8934016971302	109.361706898739	2.505	8.915	16.9075	62.94	0	7	15	60
1999	1	92.4450105154642	74.4437342151478	116.218765489107	66.5170160200385	134.606621186983	3.88947368421053	15.75	31.5736842105263	99.1026315789474	1	13	29	108
1999	2	97.8203072693818	75.7387154902976	128.527811845779	50.219807539625	198.639761562147	3.81842105263158	15.5315789473684	30.9684210526316	102.276315789474	0	11.5	29	103
1999	3	105.020284707947	85.6558379874957	130.175663069157	72.1185089370394	172.357939957288	5.8875	20.83	37.93	109.19	2	16	35	112
2000	1	52.056029435357	41.2675218885494	66.4125087838201	29.8348454822726	92.2821510327585	0.784210526315789	4.30789473684211	10.2236842105263	49.1052631578947	0	1	6.5	50.5
2000	2	51.4160014519261	39.325726581902	68.383925734754	20.9528888899872	115.875167994837	0.334210526315789	3.59736842105263	9.91052631578947	49.4	0	0	2	49
2000	3	38.565095175261	31.0013797839049	48.508279817275	22.3969952090987	69.9263370913245	0.105	1.185	3.895	37.1025	0	0	0	32
2001	1	67.4564286195196	54.1440221735955	85.0369281574021	46.0416156991097	104.26498784593	2.38421052631579	10.2605263157895	21.7236842105263	69.8868421052632	0	6.5	18	74
2001	2	53.9645603372539	41.5050781123126	71.3567909588923	30.8728146995953	104.015812839444	1.92631578947368	8.17631578947368	15.9052631578947	54.1736842105263	0	1.5	8	55.5
2001	3	72.0279842296279	58.59415308482	89.5085799699098	49.6433725292464	111.009868521773	3.8775	14.205	26.4825	73.8475	0	8	20	81
2002	1	60.0037768972201	47.5755484201257	76.5529981456327	16.7857096124598	151.274263634286	0.255263157894737	2.15789473684211	6.74736842105263	56.1868421052632	0	0	3	58
2002	2	53.5174927818663	40.8152252726043	71.4020039190443	22.1274547456121	123.444315426319	0.118421052631579	1.73157894736842	6.10526315789474	50.5026315789474	0	0	0	45
2002	3	58.3988115144936	47.1906983552122	73.0930497883493	25.2831398754169	129.179282639961	0.1325	1.1075	4.5175	56.7625	0	0	1	56
2003	1	130.65676008251	105.30311401317	164.130683752306	92.2427768364398	192.737891278765	27.2105263157895	52.4184210526316	73.4184210526316	138.384210526316	20	48	72	139
2003	2	147.336284455414	114.313444441431	193.211516300441	93.0547685805642	247.30543812383	39.5973684210526	70.6736842105263	93.8236842105263	156.113157894737	33.5	66	89	158
2003	3	159.41536516669	130.157836894886	197.426149002693	118.435071170372	215.998162169962	46.3375	79.2125	102.2125	164.11	41.5	77	100	163
2004	1	125.274427815497	100.363443577917	158.234822793451	81.5054241659675	205.482391386032	9.86315789473684	23.4263157894737	40.7052631578947	121.989473684211	1	13	31	118
2004	2	132.454484954965	101.949980465024	175.134439994364	89.132362988184	213.11066165723	20.3368421052632	35.2368421052632	51.6973684210526	129.136842105263	0	9.5	28	118
2004	3	132.619478092016	107.89169388979	164.890861177489	96.3498036441145	191.085830292386	6.485	22.4775	42.9325	131.1875	0	12	30.5	128
2005	1	152.478965568417	122.622355775885	191.916901330307	110.214441484467	222.667832090207	16.2631578947368	43.5263157894737	70.8105263157895	154.271052631579	10	38	68	153
2005	2	174.315707041142	134.950627435785	229.11430350468	123.636237312768	256.031259172099	30.4526315789474	70.3421052631579	101.723684210526	178.734210526316	15	48	83	166
2005	3	159.609423511406	130.110893020379	198.014203588482	109.253204494118	237.227012086775	25.485	56.5975	83.775	160.2525	14	45	80	165.5
2006	1	146.054125486582	117.4815608179	183.794089643848	99.0786004364839	232.230971360871	24.7789473684211	46.1447368421053	65.9210526315789	148.494736842105	23	41	57	142
2006	2	138.364146832634	106.887112708379	182.254639730042	94.7944237272877	216.661307192638	16.3605263157895	37.2	57.2289473684211	139.321052631579	16	32	49.5	134
2006	3	141.872899982272	115.572085266086	176.135463304737	100.848322966065	206.402780889101	26.5575	45.5575	63.225	141.865	22	37	52	135
2007	1	104.204842958368	83.5230911570577	131.54953709934	64.9818313620576	173.811925297726	3.35263157894737	12.6447368421053	26.1394736842105	103.060526315789	0	4.5	16	96
2007	2	93.6041816154684	71.9466656907173	123.918888412039	52.9187270871738	186.279761142437	0.85	5.92368421052632	16.6315789473684	91.4684210526316	0	0	8	107
2007	3	110.542891239101	89.9359736301154	137.411531082057	76.7488357580537	173.674086088412	6.1775	12.04	22.53	110.245	0	1	11	108.5
2008	1	82.6896710601476	65.7016684992326	105.295453128068	57.7253275018734	124.019000979153	2.03684210526316	9.31578947368421	16.0763157894737	77.0605263157895	0	0	3	68
2008	2	94.0446689729236	72.2354252362785	124.597026038318	42.9928363575033	212.338864959801	1.51315789473684	8.15263157894737	19.7842105263158	91.2342105263158	0	0	9	89.5
2008	3	90.909139817357	73.7670549382375	113.322730818215	61.9204369178165	143.117681683131	4.125	10.035	19.97	89.03	0	1.5	10	92
2009	1	154.73155430942	124.726721716193	194.341533149828	117.892143633235	208.329752342813	32.571052631579	61.7736842105263	87.3657894736842	163.042105263158	19	56	82	157
2009	2	157.597139247698	122.15448588329	206.877607374915	104.687499599181	237.488142557866	39.1921052631579	71.3605263157895	96.8868421052632	164.218421052632	35	69	93.5	161.5
2009	3	159.902767174474	130.489302321395	198.143253538045	126.487128793479	210.388332628769	49.81	80.08	101.7125	163.19	43	71.5	95	163.5
2010	1	134.662721371675	107.918511790858	170.049600699779	102.966094336914	178.054269078187	36.571052631579	57.6684210526316	73.9631578947368	131.315789473684	34	52	67	124
2010	2	119.551368232225	91.9022545160446	158.277420824441	67.9608832810758	219.230335325687	21.8157894736842	41.9605263157895	57.7552631578947	115.636842105263	22	48	63	118
2010	3	117.617523968682	95.5929808631641	146.382916027402	89.9805836771748	169.324671510917	34.2975	53.44	66.765	115.4825	37	52	63	113
2011	1	149.92589664292	120.702916559917	188.508575726293	111.994505949282	216.93224813066	20.9789473684211	44.7368421052632	67.1473684210526	154.421052631579	11	34	59	137.5
2011	2	153.247903420658	118.821411612804	201.098743708323	100.294699366425	242.839733485163	13.8342105263158	41.7631578947368	72.6684210526316	160.523684210526	6	39	71	164
2011	3	151.529969258206	123.635749648638	187.795961164143	114.261524589537	204.516172040156	26.2375	56.3925	81.8425	154.59	14	43	71	142
2012	1	106.676000165923	85.1982769779102	135.154192338776	76.8901611136058	153.65438433464	9.77368421052632	21.1105263157895	35.4868421052632	102.476315789474	0	10	27	95
2012	2	79.6433728514142	60.973628510138	105.872980261818	41.7770652407897	152.681578631929	3.13157894736842	13.2789473684211	24.2105263157895	75.6736842105263	0	9	24	77.5
2012	3	82.204232724186	66.6416259240331	102.567605889522	53.4295923873322	134.24761246411	4.705	16.8575	29.9925	80.04	0	12	32	77
2013	1	128.723497875504	103.478774330403	162.068558417017	98.141868423925	178.126977236356	12.9026315789474	38.9	60.6342105263158	130.636842105263	9	38	59	126
2013	2	96.2087692609888	74.3233454808134	126.69672666329	60.6760367275302	158.558652685279	7.31052631578947	27.4052631578947	45.4973684210526	97.9868421052632	3	27	49.5	112
2013	3	113.379814335614	92.3695722430951	140.728036682237	85.2173901582573	159.209454588433	12.5025	34.01	54.475	114.715	8	34	55	114
2014	1	128.167451490738	102.822519276271	161.684754414212	82.8968591996711	201.565199121636	4.88947368421053	21.1447368421053	39.4921052631579	127.002631578947	1	18	32	122.5
2014	2	82.3230965885915	63.163224920059	109.182542381558	41.138342040929	172.048335563262	2.11052631578947	9.06578947368421	18.7131578947368	79.5368421052632	0	2	9.5	75
2014	3	96.262582146861	78.1708872111851	119.894308132766	64.372695241475	149.326905563274	2.9325	11.935	23.715	94.455	0	8	20	96
2015	1	141.612045271461	114.120460015338	177.89732861419	103.508486493161	191.805614539665	28.7	53.4842105263158	76.1315789473684	148.426315789474	27	49.5	69	143.5
2015	2	128.363902436265	99.5280626260941	168.435257043452	82.7546233245304	231.374638008984	18.0868421052632	40.4052631578947	61.1315789473684	135.344736842105	14	36	59	139
2015	3	143.984471277114	117.518251068363	178.372524268167	113.257898817828	186.220523534137	35.3825	66.305	86.445	148.015	32.5	59	85	158
2016	1	79.6098384966333	63.003521831869	101.801881532922	57.7412947361418	119.946533509964	1.2	6.30263157894737	16.3368421052632	72.9026315789474	0	0	11	73
2016	2	73.0913199671639	55.6921884966951	97.6637203485707	32.131677489737	170.17869524295	0.855263157894737	6.29473684210526	15.6236842105263	67.6894736842105	0	0	9	70
2016	3	67.6932172777131	54.7083456325604	84.7373822635777	44.5256543672832	108.2445016642	3.3375	8.895	17.7475	64.965	0	1.5	15	66
2017	1	138.918443086776	111.757836378757	174.778616780769	97.8807907299698	214.430503465118	23.3342105263158	50.4447368421053	74.0105263157895	141.663157894737	13	40	67	133
2017	2	150.010896453107	116.140843267867	197.147715310693	95.1024060947286	278.966827271659	26.5289473684211	62.4184210526316	86.3842105263158	154.45	19	57.5	79	150.5
2017	3	146.680486491048	119.613656592489	181.895154320329	110.055736119244	196.246028874502	34.4225	69.535	92.5575	148.485	29	71	93	151
2018	1	175.750634694852	140.447514573312	222.918683150123	134.382605678583	239.610709396967	78.521052631579	107.834210526316	127.784210526316	178.418421052632	72.5	112	131	183
2018	2	174.337849514864	133.91825517736	231.331700269055	117.945245348059	274.113121761758	75.8026315789474	102.686842105263	121.610526315789	175.505263157895	70	104	126.5	179
2018	3	178.001624003203	144.772643729882	221.469628388839	136.596896258383	233.328757937295	100.175	124.985	139.0525	178.555	109	128	142	182
